image,height,width,type,original_dataset,scenario,airport,runway,time_to_landing,weather,night,time,slant_distance,along_track_distance,height_above_runway,lateral_path_angle,vertical_path_angle,yaw,pitch,roll,x_A,y_A,x_B,y_B,x_C,y_C,x_D,y_D,watermark_height,image_name,detected
images/CYUL_06L_35_19.jpeg,2048,2448,earth_studio,LARD_test_synth,CYUL_06L_35,CYUL,06L,,,,2020-04-01 20:00:01,0.57,0.57,249.07,0.02,3.2,38.02729473767278,87.48562879431972,-13.342297290640625,1330,1282,1284,1284,1411,1466,1213,1474,300.0,CYUL_06L_35_19.jpeg,True
images/CYUL_06L_35_20.jpeg,2048,2448,earth_studio,LARD_test_synth,CYUL_06L_35,CYUL,06L,,,,2020-04-01 18:01:01,0.53,0.53,216.14,-0.75,2.92,52.02238808671928,89.91435388394348,7.840587829551345,1227,978,1273,983,1265,1160,1475,1184,300.0,CYUL_06L_35_20.jpeg,True
images/CYUL_06L_35_21.jpeg,2048,2448,earth_studio,LARD_test_synth,CYUL_06L_35,CYUL,06L,,,,2020-06-01 17:00:01,0.53,0.53,194.13,-0.09,2.64,46.37262043244717,87.75528766317586,-3.749717951187338,1700,867,1653,874,1823,1013,1607,1043,300.0,CYUL_06L_35_21.jpeg,True
images/CYUL_06L_35_22.jpeg,2048,2448,earth_studio,LARD_test_synth,CYUL_06L_35,CYUL,06L,,,,2020-04-01 18:00:01,0.39,0.39,189.89,-0.0,3.25,36.05876966842021,83.93828324168156,-5.348652333275192,689,1169,740,1177,535,1381,831,1419,300.0,CYUL_06L_35_22.jpeg,True
images/CYUL_06L_35_23.jpeg,2048,2448,earth_studio,LARD_test_synth,CYUL_06L_35,CYUL,06L,,,,2020-06-01 20:01:01,0.3,0.3,152.15,0.29,3.06,42.23371654303484,83.99588843491352,9.272798046476003,1341,1115,1393,1120,1066,1330,1434,1365,300.0,CYUL_06L_35_23.jpeg,True
images/CYUL_06L_35_24.jpeg,2048,2448,earth_studio,LARD_test_synth,CYUL_06L_35,CYUL,06L,,,,2020-06-01 19:01:01,0.28,0.27,154.26,0.57,3.31,43.91126176480286,86.50712934575674,0.9967563965635672,1231,1113,1179,1116,1218,1387,810,1406,300.0,CYUL_06L_35_24.jpeg,True
images/CYUL_06L_35_25.jpeg,2048,2448,earth_studio,LARD_test_synth,CYUL_06L_35,CYUL,06L,,,,2020-04-01 17:00:01,0.25,0.24,154.99,0.31,3.57,41.81226555351016,87.83458562862953,2.99899842407808,1333,1206,1386,1215,960,1461,1412,1535,300.0,CYUL_06L_35_25.jpeg,True
images/CYUL_06L_35_26.jpeg,2048,2448,earth_studio,LARD_test_synth,CYUL_06L_35,CYUL,06L,,,,2020-04-01 20:00:01,0.24,0.24,124.35,-0.08,2.91,38.6040661700829,85.8878368455784,-1.6314627458344189,962,985,1016,990,764,1230,1238,1268,300.0,CYUL_06L_35_26.jpeg,True
images/CYUL_24R_35_08.jpeg,2048,2448,earth_studio,LARD_test_synth,CYUL_24R_35,CYUL,24R,,,,2020-06-01 20:01:01,2.1,2.1,621.73,0.69,2.59,-133.34238853520253,86.38615092195036,1.7818879324684789,1657,1109,1687,1110,1608,1184,1661,1186,300.0,CYUL_24R_35_08.jpeg,True
images/CYUL_24R_35_09.jpeg,2048,2448,earth_studio,LARD_test_synth,CYUL_24R_35,CYUL,24R,,,,2020-05-01 20:00:01,1.91,1.9,561.26,-2.2,2.56,-133.98851860391844,87.1202539236366,-5.9745320744858965,1045,976,1076,977,1149,1059,1206,1061,300.0,CYUL_24R_35_09.jpeg,True
images/CYUL_24R_35_10.jpeg,2048,2448,earth_studio,LARD_test_synth,CYUL_24R_35,CYUL,24R,,,,2020-08-01 17:01:01,1.82,1.82,575.49,1.23,2.74,-139.91044788811087,85.94676860112666,4.294748221641372,1029,1132,1060,1134,939,1214,999,1218,300.0,CYUL_24R_35_10.jpeg,True
images/CYUL_24R_35_11.jpeg,2048,2448,earth_studio,LARD_test_synth,CYUL_24R_35,CYUL,24R,,,,2020-04-01 19:00:01,1.79,1.78,440.01,-0.35,2.13,-137.21326319196567,86.39025568391976,-2.127671927624541,1059,1137,1090,1137,1064,1207,1125,1207,300.0,CYUL_24R_35_11.jpeg,True
images/CYUL_24R_35_12.jpeg,2048,2448,earth_studio,LARD_test_synth,CYUL_24R_35,CYUL,24R,,,,2020-04-01 19:01:01,1.71,1.71,527.16,0.72,2.65,-144.22183787950408,83.17420627322286,-0.8197941231268684,1580,1124,1547,1128,1561,1216,1497,1222,300.0,CYUL_24R_35_12.jpeg,True
images/CYUL_24R_35_13.jpeg,2048,2448,earth_studio,LARD_test_synth,CYUL_24R_35,CYUL,24R,,,,2020-04-01 18:00:01,1.61,1.6,631.24,0.46,3.36,-138.71296556608152,81.9974183541895,2.717572927223572,1514,1132,1481,1135,1515,1249,1448,1257,300.0,CYUL_24R_35_13.jpeg,True
images/CYUL_24R_35_14.jpeg,2048,2448,earth_studio,LARD_test_synth,CYUL_24R_35,CYUL,24R,,,,2020-06-01 20:01:01,1.59,1.59,509.3,0.35,2.74,-137.1405458920938,85.67573255843942,2.877141095356761,1410,1200,1443,1204,1359,1291,1427,1298,300.0,CYUL_24R_35_14.jpeg,True
images/CYUL_24R_35_15.jpeg,2048,2448,earth_studio,LARD_test_synth,CYUL_24R_35,CYUL,24R,,,,2020-08-01 19:01:01,1.28,1.28,489.34,0.33,3.19,-134.50449222458803,87.39417527440384,5.208134862642972,1365,1071,1328,1073,1368,1197,1283,1200,300.0,CYUL_24R_35_15.jpeg,True
images/CYUL_24R_35_16.jpeg,2048,2448,earth_studio,LARD_test_synth,CYUL_24R_35,CYUL,24R,,,,2020-08-01 20:01:01,1.25,1.25,423.07,-1.34,2.83,-145.42473727171878,84.54017117575758,-1.844258001205317,1290,1166,1327,1169,1366,1284,1453,1290,300.0,CYUL_24R_35_16.jpeg,True
images/CYUL_24R_35_17.jpeg,2048,2448,earth_studio,LARD_test_synth,CYUL_24R_35,CYUL,24R,,,,2020-04-01 18:01:01,1.22,1.21,454.71,-2.13,3.11,-132.38341685754554,82.72470582137105,-1.6431494456385685,1185,1086,1223,1087,1334,1216,1423,1219,300.0,CYUL_24R_35_17.jpeg,True
images/CYUL_24R_35_18.jpeg,2048,2448,earth_studio,LARD_test_synth,CYUL_24R_35,CYUL,24R,,,,2020-04-01 19:00:01,1.18,1.18,371.94,1.64,2.61,-135.32099209069307,85.42321807007356,-4.166520437607197,969,1150,1006,1155,787,1236,880,1247,300.0,CYUL_24R_35_18.jpeg,True
images/CYUL_24R_35_19.jpeg,2048,2448,earth_studio,LARD_test_synth,CYUL_24R_35,CYUL,24R,,,,2020-06-01 17:00:01,1.1,1.1,431.44,-0.41,3.22,-134.51528125122115,85.6391866485885,-0.5389637607232307,1325,1307,1364,1310,1323,1444,1422,1451,300.0,CYUL_24R_35_19.jpeg,True
images/CYUL_24R_35_20.jpeg,2048,2448,earth_studio,LARD_test_synth,CYUL_24R_35,CYUL,24R,,,,2020-07-01 20:01:01,1.05,1.05,370.47,1.54,2.88,-144.09445398472243,85.78882632423891,6.093175429021079,988,940,1028,942,801,1059,906,1064,300.0,CYUL_24R_35_20.jpeg,True
images/CYUL_24R_35_21.jpeg,2048,2448,earth_studio,LARD_test_synth,CYUL_24R_35,CYUL,24R,,,,2020-08-01 18:01:01,1.0,1.0,354.33,0.35,2.86,-142.77016784445885,85.53291961528313,6.862312784868164,1803,1219,1844,1223,1719,1341,1830,1352,300.0,CYUL_24R_35_21.jpeg,True
images/CYUL_24R_35_22.jpeg,2048,2448,earth_studio,LARD_test_synth,CYUL_24R_35,CYUL,24R,,,,2020-04-01 19:01:01,0.87,0.86,343.02,0.37,3.14,-140.90087492997864,86.09809251850355,-5.974838726242073,1590,1131,1633,1133,1496,1277,1622,1284,300.0,CYUL_24R_35_22.jpeg,True
images/CYUL_24R_35_23.jpeg,2048,2448,earth_studio,LARD_test_synth,CYUL_24R_35,CYUL,24R,,,,2020-04-01 19:01:01,0.82,0.82,244.29,0.42,2.34,-139.93487792204402,84.27885887099951,2.389009612893595,1331,1145,1373,1150,1222,1248,1354,1264,300.0,CYUL_24R_35_23.jpeg,True
images/CYUL_24R_35_24.jpeg,2048,2448,earth_studio,LARD_test_synth,CYUL_24R_35,CYUL,24R,,,,2020-06-01 18:00:01,0.71,0.71,213.19,0.04,2.3,-137.36380640024692,85.89074348988521,-3.9099064040983,962,1202,1007,1204,894,1320,1049,1328,300.0,CYUL_24R_35_24.jpeg,True
images/CYUL_24R_35_25.jpeg,2048,2448,earth_studio,LARD_test_synth,CYUL_24R_35,CYUL,24R,,,,2020-08-01 18:01:01,0.69,0.69,246.28,0.24,2.71,-134.91437644499032,84.52006064900542,-1.820973582486068,802,966,848,970,698,1103,857,1117,300.0,CYUL_24R_35_25.jpeg,True
images/CYUL_24R_35_26.jpeg,2048,2448,earth_studio,LARD_test_synth,CYUL_24R_35,CYUL,24R,,,,2020-04-01 20:00:01,0.67,0.67,234.21,0.33,2.65,-134.65139680234108,86.3680177894816,-7.105928583554717,1183,959,1137,961,1197,1103,1034,1109,300.0,CYUL_24R_35_26.jpeg,True
images/CYUL_24R_35_27.jpeg,2048,2448,earth_studio,LARD_test_synth,CYUL_24R_35,CYUL,24R,,,,2020-06-01 18:00:01,0.62,0.62,237.63,0.3,2.85,-139.02435378745824,88.11413604385852,-4.108210225087103,1168,988,1214,994,1039,1134,1213,1155,300.0,CYUL_24R_35_27.jpeg,True
images/CYUL_24R_35_28.jpeg,2048,2448,earth_studio,LARD_test_synth,CYUL_24R_35,CYUL,24R,,,,2020-05-01 19:00:01,0.5,0.5,212.76,-0.59,3.03,-134.9590415731408,82.43797802701212,-2.5037320504828173,1224,979,1175,984,1447,1143,1230,1168,300.0,CYUL_24R_35_28.jpeg,True
images/CYUL_24R_35_29.jpeg,2048,2448,earth_studio,LARD_test_synth,CYUL_24R_35,CYUL,24R,,,,2020-07-01 17:00:01,0.48,0.48,163.88,0.61,2.41,-147.53729907907325,86.13329271016423,-4.888128057412434,1667,1273,1617,1274,1632,1427,1403,1430,300.0,CYUL_24R_35_29.jpeg,True
images/CYUL_24R_35_30.jpeg,2048,2448,earth_studio,LARD_test_synth,CYUL_24R_35,CYUL,24R,,,,2020-06-01 19:00:01,0.43,0.43,177.87,0.3,2.8,-144.07932203469514,85.16028482724603,-2.845322560248025,869,1088,920,1088,696,1272,950,1275,300.0,CYUL_24R_35_30.jpeg,True
images/CYUL_24R_35_31.jpeg,2048,2448,earth_studio,LARD_test_synth,CYUL_24R_35,CYUL,24R,,,,2020-06-01 18:01:01,0.41,0.41,209.52,0.18,3.44,-139.59271985038288,85.85498703702733,-6.571755206749582,1537,965,1587,974,1345,1169,1607,1217,300.0,CYUL_24R_35_31.jpeg,True
images/CYUL_24R_35_32.jpeg,2048,2448,earth_studio,LARD_test_synth,CYUL_24R_35,CYUL,24R,,,,2020-08-01 18:01:01,0.08,0.08,69.79,0.1,2.7,-133.30237378003412,87.33100381286106,-3.308585092036183,1142,1011,1202,1015,342,1437,1703,1513,300.0,CYUL_24R_35_32.jpeg,True
images/CYVR_08L_35_02.jpeg,2048,2448,earth_studio,LARD_test_synth,CYVR_08L_35,CYVR,08L,,,,2020-04-01 20:00:01,2.72,2.71,777.78,0.4,2.55,102.97667219204484,82.50716687703714,2.569933251731355,1556,1353,1582,1357,1528,1408,1568,1413,300.0,CYVR_08L_35_02.jpeg,True
images/CYVR_08L_35_03.jpeg,2048,2448,earth_studio,LARD_test_synth,CYVR_08L_35,CYVR,08L,,,,2020-04-01 20:01:01,2.6,2.59,779.51,-0.08,2.66,106.00208246860709,84.72796130980747,2.8396093406778684,1194,1116,1221,1117,1187,1178,1229,1180,300.0,CYVR_08L_35_03.jpeg,True
images/CYVR_08L_35_04.jpeg,2048,2448,earth_studio,LARD_test_synth,CYVR_08L_35,CYVR,08L,,,,2020-08-01 20:01:01,2.52,2.52,735.41,-0.83,2.58,93.5912713275123,87.9662011468472,-7.264805453964408,1009,1078,982,1079,1051,1137,1007,1140,300.0,CYVR_08L_35_04.jpeg,True
images/CYVR_08L_35_05.jpeg,2048,2448,earth_studio,LARD_test_synth,CYVR_08L_35,CYVR,08L,,,,2020-08-01 23:01:01,2.49,2.48,924.53,0.5,3.29,100.31896704145096,84.66630192112599,-2.2738370956552347,1214,1291,1187,1296,1218,1370,1175,1378,300.0,CYVR_08L_35_05.jpeg,True
images/CYVR_08L_35_06.jpeg,2048,2448,earth_studio,LARD_test_synth,CYVR_08L_35,CYVR,08L,,,,2020-06-01 20:00:01,2.42,2.41,909.4,1.07,3.33,104.31168885735288,83.90286441662239,2.776417679252668,1246,1165,1273,1166,1192,1244,1238,1246,300.0,CYVR_08L_35_06.jpeg,True
images/CYVR_08L_35_07.jpeg,2048,2448,earth_studio,LARD_test_synth,CYVR_08L_35,CYVR,08L,,,,2020-06-01 23:00:01,2.35,2.35,798.63,0.85,2.99,99.61284765290829,87.17358534569226,10.2980973367577,1234,1127,1206,1128,1212,1202,1166,1204,300.0,CYVR_08L_35_07.jpeg,True
images/CYVR_08L_35_08.jpeg,2048,2448,earth_studio,LARD_test_synth,CYVR_08L_35,CYVR,08L,,,,2020-05-01 21:00:01,2.09,2.08,788.22,-0.13,3.3,98.22098067584832,85.05339037150164,-2.238694623749554,1173,1190,1143,1192,1194,1279,1142,1281,300.0,CYVR_08L_35_08.jpeg,True
images/CYVR_08L_35_09.jpeg,2048,2448,earth_studio,LARD_test_synth,CYVR_08L_35,CYVR,08L,,,,2020-07-01 21:01:01,1.88,1.88,602.65,1.21,2.78,98.90022279080654,84.67467953252083,1.9910101141220864,919,1193,951,1196,840,1268,899,1272,300.0,CYVR_08L_35_09.jpeg,True
images/CYVR_08L_35_10.jpeg,2048,2448,earth_studio,LARD_test_synth,CYVR_08L_35,CYVR,08L,,,,2020-04-01 21:00:01,1.85,1.84,627.28,1.82,2.94,100.96577376241063,85.58953926160211,2.603184157828456,710,1102,743,1103,600,1186,661,1188,300.0,CYVR_08L_35_10.jpeg,True
images/CYVR_08L_35_11.jpeg,2048,2448,earth_studio,LARD_test_synth,CYVR_08L_35,CYVR,08L,,,,2020-05-01 20:00:01,1.62,1.61,671.99,-1.81,3.57,103.57188181586544,86.45206103951068,-4.312369836071225,1741,1126,1776,1127,1830,1242,1900,1242,300.0,CYVR_08L_35_11.jpeg,True
images/CYVR_08L_35_12.jpeg,2048,2448,earth_studio,LARD_test_synth,CYVR_08L_35,CYVR,08L,,,,2020-05-01 23:00:01,1.23,1.22,369.08,1.16,2.51,106.37919565057786,84.74044701110262,-2.014935326643366,1841,1191,1800,1192,1776,1287,1684,1288,300.0,CYVR_08L_35_12.jpeg,True
images/CYVR_08L_35_13.jpeg,2048,2448,earth_studio,LARD_test_synth,CYVR_08L_35,CYVR,08L,,,,2020-07-01 23:01:01,1.18,1.17,447.53,0.39,3.15,92.8065794713505,84.5621490514284,-0.0580025278866408,1047,1164,1087,1170,973,1274,1065,1288,300.0,CYVR_08L_35_13.jpeg,True
images/CYVR_08L_35_14.jpeg,2048,2448,earth_studio,LARD_test_synth,CYVR_08L_35,CYVR,08L,,,,2020-06-01 22:01:01,1.13,1.13,360.94,-0.88,2.63,88.63808967311223,86.66676612831667,1.3697742527721457,1256,1120,1297,1121,1299,1224,1396,1226,300.0,CYVR_08L_35_14.jpeg,True
images/CYVR_08L_35_15.jpeg,2048,2448,earth_studio,LARD_test_synth,CYVR_08L_35,CYVR,08L,,,,2020-07-01 22:01:01,0.94,0.94,392.46,-0.59,3.35,102.44018205002568,86.14703003696481,-8.370509104429345,1241,1186,1285,1190,1250,1332,1367,1343,300.0,CYVR_08L_35_15.jpeg,True
images/CYVR_08L_35_16.jpeg,2048,2448,earth_studio,LARD_test_synth,CYVR_08L_35,CYVR,08L,,,,2020-06-01 22:00:01,0.86,0.86,338.66,0.32,3.13,99.9679344083085,85.23377952300072,-1.2751252639088164,1362,1202,1408,1202,1283,1341,1411,1344,300.0,CYVR_08L_35_16.jpeg,True
images/CYVR_08L_35_17.jpeg,2048,2448,earth_studio,LARD_test_synth,CYVR_08L_35,CYVR,08L,,,,2020-05-01 20:01:01,0.82,0.82,293.78,0.99,2.81,100.03762705841896,86.10139982417334,-5.4654435890869335,1217,1188,1171,1198,1175,1330,1045,1358,300.0,CYVR_08L_35_17.jpeg,True
images/CYVR_08L_35_18.jpeg,2048,2448,earth_studio,LARD_test_synth,CYVR_08L_35,CYVR,08L,,,,2020-08-01 20:00:01,0.77,0.77,312.33,1.28,3.15,96.8502814332914,86.51205175557763,-0.9477682072455916,717,960,766,960,509,1113,656,1113,300.0,CYVR_08L_35_18.jpeg,True
images/CYVR_08L_35_19.jpeg,2048,2448,earth_studio,LARD_test_synth,CYVR_08L_35,CYVR,08L,,,,2020-08-01 23:01:01,0.73,0.72,243.93,1.55,2.6,98.82356687322842,86.50821354067682,12.455674648512282,1269,995,1220,997,1121,1130,970,1137,300.0,CYVR_08L_35_19.jpeg,True
images/CYVR_08L_35_20.jpeg,2048,2448,earth_studio,LARD_test_synth,CYVR_08L_35,CYVR,08L,,,,2020-07-01 23:01:01,0.63,0.63,235.81,0.14,2.8,106.56775084775872,82.59531811553691,-0.3304255435281168,1137,1223,1187,1227,1043,1366,1217,1378,300.0,CYVR_08L_35_20.jpeg,True
images/CYVR_08L_35_21.jpeg,2048,2448,earth_studio,LARD_test_synth,CYVR_08L_35,CYVR,08L,,,,2020-07-01 23:01:01,0.59,0.58,242.21,-0.41,3.05,97.6226537135208,83.44690806167918,2.5570792731048915,861,1408,913,1408,1051,1573,862,1577,300.0,CYVR_08L_35_21.jpeg,True
images/CYVR_08L_35_22.jpeg,2048,2448,earth_studio,LARD_test_synth,CYVR_08L_35,CYVR,08L,,,,2020-04-01 23:01:01,0.52,0.51,269.37,0.71,3.73,100.8707601654894,87.33891338559295,-4.059701674496944,1396,1117,1342,1122,1360,1339,1149,1355,300.0,CYVR_08L_35_22.jpeg,True
images/CYVR_08L_35_23.jpeg,2048,2448,earth_studio,LARD_test_synth,CYVR_08L_35,CYVR,08L,,,,2020-06-01 21:01:01,0.51,0.51,205.88,-0.8,2.89,105.9654077102376,90.2234883183395,0.6131746061066573,810,1150,865,1152,878,1323,1094,1326,300.0,CYVR_08L_35_23.jpeg,True
images/CYVR_08L_35_24.jpeg,2048,2448,earth_studio,LARD_test_synth,CYVR_08L_35,CYVR,08L,,,,2020-06-01 21:00:01,0.5,0.5,226.48,-0.51,3.23,96.40403694699349,85.47446040275064,4.494288323024611,1427,1105,1373,1108,1622,1286,1400,1299,300.0,CYVR_08L_35_24.jpeg,True
images/CYVR_08L_35_25.jpeg,2048,2448,earth_studio,LARD_test_synth,CYVR_08L_35,CYVR,08L,,,,2020-06-01 20:00:01,0.48,0.48,229.24,-0.4,3.37,107.2683794396307,86.26083597538492,-1.5321958288796125,1410,1152,1356,1153,1583,1354,1352,1359,300.0,CYVR_08L_35_25.jpeg,True
images/CYVR_08L_35_26.jpeg,2048,2448,earth_studio,LARD_test_synth,CYVR_08L_35,CYVR,08L,,,,2020-08-01 21:01:01,0.46,0.46,193.48,-0.23,2.9,97.22224864960737,85.44162690337124,3.7028100961628247,1471,974,1416,982,1632,1135,1396,1165,300.0,CYVR_08L_35_26.jpeg,True
images/CYVR_08L_35_27.jpeg,2048,2448,earth_studio,LARD_test_synth,CYVR_08L_35,CYVR,08L,,,,2020-07-01 20:01:01,0.44,0.44,187.68,1.16,2.94,97.54954936655804,86.06127441003144,1.3101019655890824,914,1022,858,1025,768,1218,513,1233,300.0,CYVR_08L_35_27.jpeg,True
images/CYVR_08L_35_28.jpeg,2048,2448,earth_studio,LARD_test_synth,CYVR_08L_35,CYVR,08L,,,,2020-04-01 20:00:01,0.28,0.28,117.38,0.69,2.5,95.710210448704,83.76571104215722,7.533242260452511,883,1079,822,1086,833,1287,432,1332,300.0,CYVR_08L_35_28.jpeg,True
images/CYVR_08L_35_29.jpeg,2048,2448,earth_studio,LARD_test_synth,CYVR_08L_35,CYVR,08L,,,,2020-08-01 23:01:01,0.25,0.25,120.06,0.91,2.73,103.99244295175704,83.71457275763497,3.070101948116898,1413,1083,1352,1088,1271,1325,840,1360,300.0,CYVR_08L_35_29.jpeg,True
images/CYVR_08L_35_30.jpeg,2048,2448,earth_studio,LARD_test_synth,CYVR_08L_35,CYVR,08L,,,,2020-08-01 22:00:01,0.24,0.23,104.06,0.44,2.46,104.8875050296675,84.66812506073106,5.962856272764996,848,1128,785,1131,878,1343,401,1365,300.0,CYVR_08L_35_30.jpeg,True
images/CYVR_08L_35_31.jpeg,2048,2448,earth_studio,LARD_test_synth,CYVR_08L_35,CYVR,08L,,,,2020-07-01 22:01:01,0.22,0.22,109.72,-0.25,2.71,95.89036473027949,85.55763173002731,4.951034248214986,1006,950,1068,962,855,1175,1350,1265,300.0,CYVR_08L_35_31.jpeg,True
images/CYVR_08L_35_32.jpeg,2048,2448,earth_studio,LARD_test_synth,CYVR_08L_35,CYVR,08L,,,,2020-04-01 23:00:01,0.16,0.15,112.39,0.48,3.32,106.07244251795954,85.87320097422077,2.1764208990148823,1408,924,1343,926,1439,1295,735,1316,300.0,CYVR_08L_35_32.jpeg,True
images/CYVR_26R_35_01.jpeg,2048,2448,earth_studio,LARD_test_synth,CYVR_26R_35,CYVR,26R,,,,2020-07-01 21:01:01,2.75,2.74,929.39,1.73,3.01,-81.51326114121217,85.70116923050155,-1.627049843678112,830,1331,856,1331,765,1399,805,1399,300.0,CYVR_26R_35_01.jpeg,True
images/CYVR_26R_35_02.jpeg,2048,2448,earth_studio,LARD_test_synth,CYVR_26R_35,CYVR,26R,,,,2020-04-01 23:00:01,2.72,2.71,930.33,1.54,3.05,-75.43905072402953,87.97388480853098,0.3349460611042623,995,1125,969,1126,953,1196,913,1198,300.0,CYVR_26R_35_02.jpeg,True
images/CYVR_26R_35_03.jpeg,2048,2448,earth_studio,LARD_test_synth,CYVR_26R_35,CYVR,26R,,,,2020-07-01 21:00:01,2.61,2.6,782.78,1.31,2.67,-77.70820207027529,84.38824639146141,2.3948137541654533,588,1460,560,1461,550,1525,507,1527,300.0,CYVR_26R_35_03.jpeg,True
images/CYVR_26R_35_04.jpeg,2048,2448,earth_studio,LARD_test_synth,CYVR_26R_35,CYVR,26R,,,,2020-05-01 22:00:01,2.21,2.21,727.53,2.05,2.89,-70.50292045337928,89.95981404402688,2.5304065042891217,1439,1156,1468,1156,1343,1232,1392,1232,300.0,CYVR_26R_35_04.jpeg,True
images/CYVR_26R_35_05.jpeg,2048,2448,earth_studio,LARD_test_synth,CYVR_26R_35,CYVR,26R,,,,2020-04-01 22:01:01,2.05,2.04,679.81,0.16,2.9,-86.07640010688277,85.36018946569166,0.8102813378930656,991,1291,1022,1296,961,1366,1013,1374,300.0,CYVR_26R_35_05.jpeg,True
images/CYVR_26R_35_06.jpeg,2048,2448,earth_studio,LARD_test_synth,CYVR_26R_35,CYVR,26R,,,,2020-04-01 21:00:01,2.03,2.02,917.88,1.01,3.96,-76.53502231300239,88.23245494978582,-8.959764234480513,1042,1212,1011,1216,1022,1325,969,1332,300.0,CYVR_26R_35_06.jpeg,True
images/CYVR_26R_35_07.jpeg,2048,2448,earth_studio,LARD_test_synth,CYVR_26R_35,CYVR,26R,,,,2020-07-01 23:01:01,1.86,1.85,574.51,1.91,2.69,-78.06882409006039,85.2449437355219,7.838823108363937,1253,1299,1286,1301,1142,1373,1200,1375,300.0,CYVR_26R_35_07.jpeg,True
images/CYVR_26R_35_08.jpeg,2048,2448,earth_studio,LARD_test_synth,CYVR_26R_35,CYVR,26R,,,,2020-07-01 22:00:01,1.83,1.83,635.1,-0.13,3.0,-82.81016418749675,87.94294301141716,-2.06756293736198,1264,1214,1297,1215,1256,1302,1315,1303,300.0,CYVR_26R_35_08.jpeg,True
images/CYVR_26R_35_09.jpeg,2048,2448,earth_studio,LARD_test_synth,CYVR_26R_35,CYVR,26R,,,,2020-05-01 22:01:01,1.55,1.55,512.5,2.35,2.82,-80.84497938251594,86.33167774644265,-1.0999592767079014,257,1230,218,1235,136,1342,59,1352,300.0,CYVR_26R_35_09.jpeg,True
